"code","description","relatedEmdnCodes"
"66937","Spinal intraoperative positioning pin, single-use",""
"37651","Extremity MRI system, permanent magnet",""
"34848","Metal/carbide ENT bur, single-use",""
"61798","Ventricular cerebrospinal fluid drainage catheterization kit",""
"45694","Ventriculoperitoneal shunt",""
"61904","Endolymph evacuator",""
"41267","Surgical power tool system control unit, pneumatic",""
"35505","Coagulation timer IVD",""
"47856","Surgical power tool maintenance unit",""
"66370","Mpox virus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"66371","Mpox virus nucleic acid IVD, reagent",""
"49850","BK virus (BKV) nucleic acid IVD, calibrator",""
"61333","Multiple Human herpesvirus nucleic acid IVD, control",""
"41761","Cytomegalovirus (CMV) nucleic acid IVD, control",""
"41764","Cytomegalovirus (CMV) nucleic acid IVD, calibrator",""
"49655","Epstein-Barr virus (EBV) nucleic acid IVD, control",""
"49654","Epstein-Barr virus (EBV) nucleic acid IVD, calibrator",""
"47922","Multiple-genus respiratory virus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"66869","Laboratory instrument/analyser drip collection tray IVD",""
"66828","Barcode reader IVD",""
"52766","Human papillomavirus (HPV) high-risk strain nucleic acid IVD, control",""
"49997","Human papillomavirus (HPV) high risk strain nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"50409","Multiple-type sexually transmitted pathogen nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"62691","Molecular grade buffered sample diluent IVD",""
"41979","Hepatitis C virus nucleic acid IVD, calibrator",""
"41992","Hepatitis B virus nucleic acid IVD, control",""
"41991","Hepatitis B virus nucleic acid IVD, calibrator",""
"48466","HIV1 nucleic acid IVD, control",""
"48465","HIV1 nucleic acid IVD, calibrator",""
"48374","Hepatitis C virus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"48307","Hepatitis B virus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"30768","HIV1 nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"62690","Molecular grade procedure oil IVD",""
"62689","Molecular grade alcohol IVD",""
"63201","Pipette tip ejection sleeve",""
"60695","Isocitrate dehydrogenase 1 (IDH1) gene mutation IVD, kit, nucleic acid technique (NAT)",""
"60696","Isocitrate dehydrogenase 1 (IDH1) gene mutation IVD, control",""
"62652","Isocitrate dehydrogenase 2 (IDH2) gene mutation IVD, kit, nucleic acid technique (NAT)",""
"49105","Zika virus nucleic acid IVD, reagent",""
"49104","Zika virus nucleic acid IVD, control",""
"61199","Nucleic acid hybridization detection IVD, probe",""
"61190","Prostate cancer gene 3/prostate specific antigen (PCA3/PSA) mRNA expression IVD, probe",""
"57589","Skeletal muscle myosin IVD, reagent",""
"42838","Laboratory analyser operation system software IVD",""
"61464","Chronic lymphocytic leukaemia (CLL) genetic mutation IVD, probe",""
"60088","Anaplastic lymphoma kinase (ALK) genetic mutation IVD, probe",""
"61119","DNA anti-contamination enzyme reagent IVD",""
"61306","Microplate seal roller IVD",""
"62508","Saline sodium citrate buffer IVD",""
"61685","Cancer/tumour-associated aneuploidy IVD, probe",""
"62512","DAPI solution IVD",""
"62507","Detergent solution IVD",""
"60086","Anaplastic lymphoma kinase (ALK) genetic mutation IVD, control",""
"62511","DNA blocking reagent IVD",""
"59946","Multiple congenital aneuploidy screening IVD, control",""
"59949","Multiple congenital aneuploidy screening IVD, probe",""
"48468","HIV1 genotyping IVD, kit, nucleic acid technique (NAT)",""
"61323","Post-PCR cleanup kit IVD",""
"61303","Thermal cycler nucleic acid instrument calibrator/control kit IVD",""
"62273","Laboratory instrument/analyser guard",""
"61101","Bladder tumour-associated mutation IVD, probe",""
"61102","Bladder tumour-associated mutation IVD, control",""
"57050","Human epidermal growth factor receptor 2 (HER2) protein IVD, reagent",""
"62002","Laboratory specimen/material barcode label",""
"46979","Double-lumen haemodialysis catheter, nonimplantable",""
"61629","Triple-lumen haemodialysis catheter",""
"61345","Vascular catheterization support/maintenance kit, non-medicated",""
"61564","Central venous catheter navigation system, electrocardiographic",""
"47085","Peritoneal dialysis catheter, acute/chronic",""
"13837","Peritoneal catheter stylet",""
"15023","Femoral artery/vein access catheter",""
"59050","2-ethylidine-1,5-dimethyl-3,3-diphenylpyrrolidine (EDDP) IVD, kit, enzyme immunoassay (EIA)",""
"55764","Propoxyphene IVD, kit, enzyme immunoassay (EIA)",""
"55521","Barbiturate IVD, kit, enzyme immunoassay (EIA)",""
"55434","Zonisamide therapeutic drug monitoring IVD, kit, fluorescent immunoassay",""
"60904","Topiramate therapeutic drug monitoring IVD, kit, nephelometry/turbidimetry",""
"61013","Tobramycin therapeutic drug monitoring IVD, kit, nephelometry/turbidimetry",""
"60905","Lamotrigine therapeutic drug monitoring IVD, kit, nephelometry/turbidimetry",""
"60845","Gentamicin therapeutic drug monitoring IVD, kit, nephelometry/turbidimetry",""
"61012","Amikacin therapeutic drug monitoring IVD, kit, nephelometry/turbidimetry",""
"38868","Drug-testing specimen collection kit IVD",""
"55550","Cannabinoid/cannabinoid metabolite IVD, kit, enzyme immunoassay (EIA)",""
"55717","Opiate/opiate metabolite IVD, kit, enzyme immunoassay (EIA)",""
"55682","Methadone IVD, kit, enzyme immunoassay (EIA)",""
"55493","Amphetamine-specific IVD, kit, enzyme immunoassay (EIA)",""
"55562","Cocaine/cocaine metabolite IVD, kit, enzyme immunoassay (EIA),",""
"55449","Rapamycin (sirolimus) therapeutic drug monitoring IVD, reagent",""
"55445","Tacrolimus therapeutic drug monitoring IVD, reagent",""
"42751","Buprenorphine IVD, kit, enzyme immunoassay (EIA)",""
"54522","Urine pH IVD, kit, rapid colorimetric, clinical",""
"55467","6-Acetyl morphine IVD, reagent",""
"55745","Phencyclidine (PCP) IVD, kit, enzyme immunoassay (EIA)",""
"55487","Amphetamine/methamphetamine group IVD, kit, enzyme immunoassay (EIA)",""
"55306","Tobramycin therapeutic drug monitoring IVD, calibrator",""
"55275","Gentamicin therapeutic drug monitoring IVD, calibrator",""
"55310","Vancomycin therapeutic drug monitoring IVD, calibrator",""
"55435","Zonisamide therapeutic drug monitoring IVD, calibrator",""
"55436","Zonisamide therapeutic drug monitoring IVD, control",""
"55500","Methamphetamine-specific IVD, control",""
"55496","Methamphetamine-specific IVD, kit, enzyme immunoassay (EIA)",""
"55499","Methamphetamine-specific IVD, calibrator",""
"48291","Hepatitis B virus antigen/antibody marker IVD, control",""
"64104","Plazomicin therapeutic drug monitoring IVD, control",""
"64105","Plazomicin therapeutic drug monitoring IVD, calibrator",""
"64106","Plazomicin therapeutic drug monitoring IVD, kit, nephelometry/turbidimetry",""
"48384","Hepatitis C virus antibody/antigen IVD, control",""
"49847","BK virus (BKV) antigen IVD, control",""
"51751","Beta-haemolytic Group B Streptococcus antigen IVD, control",""
"49047","West Nile virus nucleic acid IVD, control",""
"55341","Lidocaine therapeutic drug monitoring IVD, kit, enzyme immunoassay (EIA)",""
"42691","Buprenorphine IVD, calibrator",""
"55360","Quinidine therapeutic drug monitoring IVD, calibrator",""
"55736","Oxycodone IVD, calibrator",""
"45956","Amikacin therapeutic drug monitoring IVD, calibrator",""
"55681","Lysergic acid diethylamide (LSD)/LSD metabolite IVD, reagent",""
"54396","Multiple thyroid hormone uptake (T-uptake) IVD, kit, fluorescent immunoassay",""
"55329","Digitoxin therapeutic drug monitoring IVD, kit, fluorescent immunoassay",""
"55722","Opiate/opiate metabolite IVD, calibrator",""
"55737","Oxycodone IVD, control",""
"42760","Buprenorphine IVD, control",""
"55679","Lysergic acid diethylamide (LSD)/LSD metabolite IVD, calibrator",""
"55693","Methaqualone IVD, kit, radioimmunoassay",""
"55465","6-Acetyl morphine IVD, calibrator",""
"55814","Tricyclic antidepressant IVD, kit, fluorescent immunoassay",""
"55473","Acetaminophen IVD, kit, enzyme immunoassay (EIA)",""
"55581","Cotinine (nicotine metabolite) IVD, control",""
"55580","Cotinine (nicotine metabolite) IVD, calibrator",""
"55342","Lidocaine therapeutic drug monitoring IVD, calibrator",""
"55447","Rapamycin (sirolimus) therapeutic drug monitoring IVD, calibrator",""
"55723","Opiate/opiate metabolite IVD, control",""
"41587","External defibrillation electrode, paediatric, single-use",""
"33513","Exhaled-gas sample collector, non-electronic",""
"61110","Radiation therapy treatment planning positioning kit",""
"44771","External defibrillation electrode, adult, single-use",""
"34943","Internal defibrillation electrode, adult, reusable",""
"35244","Pneumograph",""
"30087","Vulnerable patient home alert system",""
"18120","Hospital-administration information system",""
"66941","Radiological image marker, noninvasive, single-use",""
"42407","Haemodynamic monitoring system application software",""
"36230","Obstetrics information system",""
"36572","CT system workstation",""
"40940","MRI system workstation",""
"42254","Fixed-aperture diagnostic x-ray system collimator",""
"12662","Respiration monitor",""
"48050","Home automated external defibrillator",""
"36898","Patient monitoring system module, blood gas, transcutaneous",""
"40636","MRI phantom, test object",""
"62911","Physiologic monitoring system alarm",""
"36183","Gas dehumidification tubing set, reusable",""
"67366","External defibrillator dose attenuation magnetic switch",""
"47083","Portable electric ventilator",""
"66399","Nasal carbon-dioxide-sampling cannula",""
"44083","Emergency/ambulatory healthcare software",""
"31683","Electrocardiographic lead switching adaptor",""
"60368","Cardiopulmonary resuscitation feedback device, electronic",""
"66544","Foetal/maternal prenatal monitoring system transceiver",""
"45806","Multifunction cardiac treatment electrode",""
"41920","Anaesthesia depth monitor",""
"36562","Patient monitoring system module, temperature",""
"15200","Intracardiac oximeter",""
"46299","Intravascular oxygen monitoring system",""
"16431","Intrapartum pressure monitoring catheter",""
"47128","Lumbar interspinous decompression instrument set, single-use",""
"38496","Radiopaque woven surgical sponge",""
"10669","Cast stockinette",""
"17613","Cardiac ventriculography catheter",""
"37696","Cerebral perfusion catheter",""
"47113","Carotid artery shunt",""
"37933","Medical air quick-connect coupling, female",""
"36966","Autotransfusion system blood collection container",""
"15270","Sump drain",""
"47841","Soft corrective contact lens, daily-disposable",""
"47944","Rigid-gas-permeable corrective contact lens, extended-wear",""
"47840","Rigid-gas-permeable corrective contact lens, daily-wear",""
"41141","Arm cushion",""
"45679","Endoscopic measuring device, pulmonary stricture",""
"61632","Non-neurovascular embolization plug, metallic",""
"64512","Closed-wound drain connection tubing set",""
"38562","Lung biopsy procedure kit",""
"62045","Central venous catheter inside-out introduction set",""
"10741","Pericardiocentesis catheter",""
"47086","Peritoneal dialysis catheter, chronic",""
"61354","Peritoneal dialysis catheter introduction set",""
"13586","Arteriovenous shunt",""
"64233","Percutaneous radio-frequency ablation probe, tumour-ablation, bipolar",""
"38435","General-purpose brachytherapy system applicator, manual",""
"60892","Non-neurovascular embolization plug, animal-derived",""
"35944","Peritoneal dialysis catheter adaptor, single-use",""
"62393","Orthopaedic cement dispensing controller",""
"42891","General-purpose bowl, single-use",""
"33208","Periodontal pick/brush, reusable",""
"12506","Oral medicine dropper",""
"10243","Infant care kit",""
"58986","Multi-purpose surgical skin adhesive tape",""
"63677","Orthodontic appliance remover",""
"57792","Surgical/medical respirator, antimicrobial",""
"32683","Menstrual tampon, scented",""
"41062","External defibrillation electrode, adult, reusable",""
"44780","Cardiac resuscitator, line-powered",""
"33946","Internal defibrillation electrode, paediatric",""
"48046","Rechargeable public automated external defibrillator",""
"44770","External defibrillation electrode, paediatric, reusable",""
"47110","Intravascular anastomosis occluder",""
"45233","Endodontic reaming aid material",""
"47232","Calcium hydroxide dental suspension",""
"48483","HIV1 antibody IVD, kit, rapid ICT, clinical",""
"65794","Collagen antibody IVD, calibrator",""
"38884","Radiation shielding goggles/spectacles",""
"35768","Dental-professional prophylaxis brush, reusable",""
"62725","Dental delivery system instrument unit, pneumatic",""
"36311","Removable dental occlusal splint, preformed",""
"47183","Haematological concentrate system",""
"41462","Wrist/hand/finger extension orthosis",""
"61562","Body femoral/tibial extension stem, coated",""
"49903","Borna disease virus total antibody IVD, kit, fluorescent immunoassay",""
"33173","Metal-backed elbow ulna prosthesis",""
"33746","Humeral centering sleeve",""
"33712","Bipolar partial shoulder prosthesis",""
"34038","Revision uncoated femoral stem prosthesis",""
"36937","MRI system table, non-powered",""
"62694","Ultrasound imaging system table, powered",""
"16784","Radioaerosol administration set",""
"38380","Vial radiation shield",""
"62760","Video intubation laryngoscope blade",""
"38395","Ultrasound system quality assurance device",""
"45546","Bladder ultrasound imaging transducer",""
"41501","Bladder volume ultrasound imaging system",""
"36308","Operator eye protection laser filter",""
"35280","Urethral sphincter prosthesis, non-powered",""
"60781","Penile prosthesis extender",""
"60798","Penile prosthesis implantation instrument",""
"66783","Urological prosthesis tubing connection crimper",""
"61943","Surgical eye pressure shield",""
"46252","Corneal trephine handle",""
"44722","Keratome blade, single-use",""
"61147","Negative-pressure wound therapy open-abdomen dressing",""
"61341","Surgical anti-adhesion material, implantable, non-bioabsorbable",""
"60451","Laser Doppler blood flowmeter",""
"61171","Transmyocardial revascularization laser system beam guide",""
"61149","Transmyocardial revascularization solid-state laser system",""
"48443","HIV1/HIV2 nucleic acid IVD, control",""
"61351","Multiple immunocompromised host infection-associated virus nucleic acid IVD, control",""
"64569","MRSA phenotype detection IVD, kit, bioassay",""
"64381","Multiple Babesia species nucleic acid IVD, control",""
"64315","Multiple Babesia species nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"47277","Influenza A/B virus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"51716","Beta-haemolytic Group A Streptococcus nucleic acid IVD, control",""
"51714","Beta-haemolytic Group A Streptococcus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"64643","Enhancer of zeste homolog 2 (EZH2) gene mutation IVD, kit, nucleic acid technique (NAT)",""
"49045","West Nile virus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"48216","HIV1/Hepatitis C virus/Hepatitis B virus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"51667","MRSA nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"61144","Sexually transmitted infection (STI) testing specimen collection kit IVD, clinical",""
"37068","Pulmonary function valve",""
"35245","Pneumotachograph",""
"37459","Nose clip, reusable",""
"46863","Neurosurgical micro targeting drive",""
"61854","Intracerebral cannula, nonimplantable, reusable",""
"62753","Intracerebral cannula, nonimplantable, single-use",""
"61964","Intracerebral cannula, implantable",""
"42305","Professional examination gown, reusable",""
"44832","Multi-modality skin/body contouring system",""
"48016","Laser fibre cleaving tool",""
"47778","Intermittent urethral catheterization kit",""
"61355","Urethral catheterization support kit, urinary drainage",""
"32701","Magnifying prism reader",""
"15794","Scleral buckling device, bioabsorbable",""
"47240","Ophthalmic irrigation/infusion/aspiration tubing, single-use",""
"46922","Chitosan haemostatic agent, professional, non-bioabsorbable",""
"63165","CD4 cell marker IVD, kit, rapid ICT, clinical",""
"10348","Flotation therapy bed, adult",""
"16461","General-purpose donor-organ preservation/transport system",""
"38299","Manual brachytherapy system",""
"35084","Victim sexual-assault forensic evidence kit",""
"46512","Postmortem forensic evidence kit",""
"18113","High-efficiency filter air cleaner, mobile",""
"66263","Luer/Luer breakaway connector",""
"55441","Cyclosporin A/cyclosporine therapeutic drug monitoring IVD, reagent",""
"54639","Mucin-like carcinoma-associated antigen (MCA) IVD, kit, enzyme immunoassay (EIA)",""
"61909","Directed listening device",""
"64338","Multiparameter physiologic analysis workstation",""
"61772","Cardiac ablation laser system beam guide-catheter",""
"61969","Cardiac ablation solid-state laser system",""
"61970","Vascular balloon catheter fill-media",""
"34855","Flexible fibreoptic arterioscope, reusable",""
"54157","Estriol-16-alpha-glucuronide IVD, kit, chemiluminescent immunoassay",""
"46250","Transducer signal amplifier",""
"34668","Short-wave diathermy treatment system, home-use",""
"58761","Deep-tissue electromagnetic stimulation system, home-use",""
"44743","Static magnetic therapeutic clothing/jewelry",""
"11130","Electrode conductive skin pad, single-use",""
"46121","Haemorrhage control pin",""
"62640","Cerebrospinal fluid pressure regulation system, gravity-flow",""
"47459","Urine monitoring system collector",""
"66354","Home semen collection kit IVD",""
"43827","Colonic lavage system, gravity-flow",""
"63203","Plasma device disinfector",""
"58837","Eyelid solution",""
"63635","Multi-parameter urinary monitoring system catheter set",""
"64572","Multi-parameter urinary monitoring system connection set",""
"63634","Multi-parameter urinary monitoring system control unit",""
"60509","Nitrous oxide gas cartridge",""
"45140","Cryosurgical set",""
"55463","Drug/toxicology screen adulteration IVD, kit, rapid spectrophotometry, clinical",""
"61282","External counterpulsation system, stationary",""
"33627","Peritoneal dialysis system dialysate filter",""
"64000","Invasive ultrasound transducer cooling/coupling support kit",""
"40781","Ultrasonic hyperthermia system",""
"62147","Stereotactic teletherapy radionuclide system, MRI-imaging",""
"56035","Coagulation factor X IVD, kit, chromogenic",""
"36740","Electroencephalographic signal amplifier",""
"35726","Somatosensory electrical stimulation system",""
"34606","Skin stapler/staple, bioabsorbable",""
"62945","Glaucoma micro-stent",""
"46193","Anal plug, single-use",""
"48149","Galectin-3 IVD, kit, enzyme immunoassay (EIA)",""
"37661","Bone absorptiometric x-ray system, dual-energy",""
"46362","Fluid/device delivery cardiac catheter",""
"38323","Radiation condenser R-meter",""
"35419","Gastrostomy tube",""
"35261","Chin prosthesis",""
"35433","Particulate water purification filter",""
"46903","Intracorneal ring segment",""
"36291","Intracorneal ring",""
"64281","Densitometry body composition analyser",""
"61959","Hyperbaric chamber, portable",""
"37694","Nitrogen terminal unit",""
"66441","Dermatological lasing acoustic wave patch",""
"58703","Neonatal/paediatric heart rate monitoring application software",""
"58702","Neonatal/paediatric heart rate monitoring hardware",""
"62310","Orthodontic vibrator",""
"60309","Heater/cooler system tester kit",""
"17434","Peritoneal dialysis system irradiation unit",""
"62554","Colonoscope positioning sleeve",""
"40573","Alarm application software",""
"65119","Vascular puncture haemostasis arm clamp/band, single-use",""
"63879","Intraoperative parathyroid detection system probe",""
"63878","Intraoperative parathyroid detection system control unit",""
"61283","External counterpulsation system, mobile",""
"41669","Radiology picture archiving and communication system digital archive device",""
"63515","Paediatric strabismus screening scanner",""
"61018","Optoacoustic/ultrasound imaging system",""
"44835","Hydrogen peroxide device sterilant",""
"65767","Assistive speech generator",""
"60424","Radiotherapy protection spacer",""
"37474","Cosmetic micro-needling manual roller/stamp, reusable",""
"48480","HIV1 antibody IVD, kit, enzyme immunoassay (EIA)",""
"58946","Allergen-specific/total immunoglobulin E (IgE) antibody IVD, kit, enzyme immunoassay (EIA)",""
"58218","Eyelid thermal pulsation system applicator, single-use",""
"58217","Eyelid thermal pulsation system control unit",""
"64242","Vulnerable patient home-monitoring software, professional-only",""
"64488","Myoelectric gastrointestinal motility analysis system",""
"62442","Circulating-fluid localized thermal therapy system",""
"62980","Balance therapy translingual electrical stimulation system",""
"64270","Balance therapy translingual electrical stimulation system electrode array",""
"17187","Voice synthesizer/digitizer",""
"30895","Cause-and-effect assistive training device",""
"61200","Pelvic floor tactile imaging system",""
"47798","Vascular irrigation cannula, cardiac vessel graft",""
"31788","Denture reliner, soft, home-use",""
"12732","Airway needle",""
"59480","Fragile X syndrome IVD, kit, nucleic acid technique (NAT)",""
"44431","Philadelphia chromosome/BCR-ABL mRNA expression IVD, kit, nucleic acid technique (NAT)",""
"35503","Sleep apnoea bed pillow",""
"34849","Anaesthesia workstation gas scavenger",""
"63312","Biomechanical function analysis/interactive rehabilitation system",""
"57630","T lymphocyte IVD, kit, enzyme immunohistochemistry",""
"62158","Platelet incubator",""
"45226","Platelet agitator",""
"46844","Brachytherapy source spacer",""
"65229","Antimicrobial susceptibility/resistance testing interpretive software IVD",""
"46333","Colony counter IVD, automated/semi-automated",""
"35821","Fluoroscopic x-ray system video image recording unit",""
"56627","Autologous adipose tissue noninvasive processing set",""
"18118","Home healthcare information system",""
"36672","Camera flash light source",""
"36791","External defibrillator tester",""
"44841","Embolic protection filtering guidewire",""
"61222","Cosmetic micro-needling electronic handpiece cartridge, professional",""
"61216","Cosmetic micro-needling electronic handpiece, professional",""
"36437","Haemodialysis system air/foam detector",""
"61486","Surgical simulation system",""
"37256","Urological operating table top",""
"63061","Capillary blood collection system IVD",""
"46971","Contraceptive cervical cap, reusable",""
"65044","Pelvic floor internal manual massager",""
"62408","1,3-Beta-D-glucan IVD, kit, spectrophotometry",""
"62305","Intraurethral valve/pump",""
"37475","Pneumatic chest percussor",""
"45339","Chest-percussion airway secretion-clearing system control unit",""
"38045","Chest-percussion airway secretion-clearing system applicator",""
"55363","ENT shaver system handpiece",""
"61514","Ambulatory non-insulin infusion pump, electronic",""
"47794","Supersaturated oxygen therapy system catheter",""
"47793","Supersaturated oxygen therapy system cartridge",""
"47792","Supersaturated oxygen therapy system",""
"13056","Limb plethysmograph",""
"42525","Cornea prosthesis",""
"62662","Video-camera translingual electrical stimulation system",""
"43662","Screwing power tool attachment",""
"45855","Stationary extraoral dental x-ray system, digital",""
"42066","Stationary extraoral dental x-ray system, analogue",""
"63772","Semen specimen collection container",""
"63133","Surgical torque wrench, single-use",""
"61483","Sleep apnoea tongue implant, non-bioabsorbable",""
"62270","Enteral feed fat-digestion cartridge",""
"35028","Electrocardiographic electrode tester",""
"61777","Human genomic analysis interpretive software",""
"46824","Mechanical expiratory valve, single-use",""
"61072","Sperm concentration indicator IVD, kit, rapid colorimetric, self-testing",""
"61308","Multiple-type bloodstream pathogen nucleic acid IVD, kit, nucleic acid amplification/mass spectrometry",""
"61314","Multiple-type bloodstream pathogen nucleic acid IVD, control",""
"38052","Assistive wheeled stretcher",""
"30591","Prothrombin time (PT) IVD, kit, rapid clotting, clinical",""
"47115","Umbilical cord blood collection set",""
"38566","Surgical capillary wound drain, non-luminal",""
"47620","Convection blood/fluid warmer",""
"60788","Programmable ambulation exoskeleton, home-use",""
"47722","Female condom, synthetic polymer",""
"62661","Near-infrared intracranial haematoma detector",""
"35246","Surgical patient preparation kit",""
"11484","Electroconvulsive therapy system",""
"32180","Antimicrobial bed mattress cover",""
"62522","Tendon coaptation implant",""
"62523","Tendon coaptation implant deployment tool",""
"62827","Hospital bed enclosure frame",""
"62826","Hospital bed confinement canopy",""
"43826","Air-conduction tinnitus masker, in-the-ear",""
"42274","Radiation therapy beam block material",""
"64857","Medical leech",""
"35181","Waterproof bed mattress cover, single-use",""
"58252","Low-intensity laser fat liquefaction system",""
"31318","Airway pressure monitor, powered",""
"45522","Blood collection paper",""
"63424","Localized oedema electrical impedance scanner",""
"45748","Cardiac resuscitator, pneumatic",""
"45045","Rigid optical intracranial/spinal endoscope, single-use",""
"48146","Ingested gastric satiety device",""
"64263","Wound management image-analysis software",""
"58985","Gastric lavage kit",""
"46240","Syringe/ampule clip",""
"60770","Ambulatory insulin infusion pump/interstitial glucose monitoring system",""
"63088","Blood glucose/blood pressure monitoring system, point-of-care",""
"62739","Glucose analyser IVD, laboratory, manual",""
"56686","Glucose analyser IVD, laboratory, automated/semi-automated",""
"64125","Multiple physiological parameter spot-check system analyser",""
"35760","Dermabrasion brush, manual",""
"58290","Psychological assessment software",""
"64057","Ultrasound-guided gastrostomy system catheter",""
"40786","Ultrasound imaging transducer positioning unit",""
"62204","Intraluminal oesophageal retractor",""
"18054","Stereotactic radiosurgery/radiation therapy linear accelerator system",""
"60827","Oral lesion examination light",""
"63529","Cryogenic tissue spray IVD",""
"53338","Ketone (acetoacetate) IVD, kit, spectrophotometry",""
"53340","Ketone (acetoacetate) IVD, control",""
"64174","Intravascular ultrasound imaging catheter, reprocessed",""
"62638","Upper-limb traction wrap/trap, single-use",""
"58216","Oral/upper respiratory tract specimen collection kit IVD, clinical",""
"48103","Dental photo-activated disinfection system",""
"65064","Eye-tracking neurological/brain injury assessment device",""
"47943","General oral wound dressing, non-animal-derived",""
"32989","Wheelchair brake extension",""
"65418","Ultraviolet-activated air cleaner",""
"47576","Medium-wave diathermy treatment system generator",""
"61938","Surgical/examination garment kit",""
"62527","Valvulotome, percutaneous",""
"16604","X-ray system tube",""
"47658","Ostomy convexity insert",""
"66769","Tissue specimen digital imaging scanner IVD",""
"66912","Virtual-display routine exercise software",""
"67473","Intraocular pressure-reducing vacuum system goggles",""
"67474","Intraocular pressure-reducing vacuum system pump",""
"66706","Medical device disinfection solution container",""
"42440","Microtome blade IVD, single-use",""
"66722","Orthodontic aligner/retainer seater, reusable",""
"65436","Orthodontic resin positioning tray",""
"67326","Nerve cap delivery mixer/needle",""
"58875","Gait rehabilitation frame, electric",""
"62979","Radiological breast positioner, wearable",""
"61799","Personal pill dose dispenser, electric",""
"45686","Electrosurgical handpiece/electrode holder, single-use",""
"62279","Blood pressure cuff inflation regulator",""
"62175","Removable ambulatory appliance skin-adherent patch",""
"57724","Reagent grade alcohol solution IVD",""
"66040","Multiple-genus respiratory virus antigen IVD, kit, rapid ICT, self-testing",""
"62157","Nasal cartilage support implant, bioabsorbable",""
"62156","Nasal cartilage support implant introducer",""
"37007","Kinetic bed",""
"34885","Anaesthesia cabinet",""
"66753","Percutaneous radio-frequency ablation probe cooling tubing set",""
"67339","Dental stability percussive analysis handpiece cover",""
"67338","Dental stability percussive analysis handpiece",""
"65931","Multiple urine analyte IVD, kit, rapid colorimetric, self-testing",""
"63464","Lower limb sliding exerciser, non-powered",""
"58785","Joint/spinal manipulator, electronic",""
"65834","Wearable multiple vital physiological parameter monitoring system",""
"67233","Body temperature screening thermometer station",""
"10516","Burn kit, non-medicated",""
"64414","Eye/eyelid movement monitoring spectacles/goggles",""
"67034","Manual traction wheelchair",""
"67212","Reaction trainer",""
"66676","Portable stretcher handle",""
"18039","Glove liner",""
"42368","Evacuated blood collection tube IVD, clot promoter",""
"65472","Dental x-ray image interpretive software",""
"36877","Artificial airway tube cuff pressure monitor",""
"65581","Instrument transport trolley rack",""
"45543","Oxygen administration hood, adult",""
"66835","Inflatable patient transfer sliding mattress, single-use",""
"65168","Ophthalmic image analysis software",""
"58861","Multi-purpose digital medical camera lens, intraocular, visible/infrared light",""
"47188","Extremity-oxygenation hyperbaric chamber, non-powered",""
"64313","Vision training software",""
"46557","Cold/cool therapy spray",""
"47674","Biopsy syringe holder, reusable",""
"38358","Radiation shielding collar",""
"38365","Radiation-shielding procedure preparation glove/mitten",""
"36985","Reclining chair",""
"V","Microscope slide maker IVD",""
"48147","Virtual-display rehabilitation system, passive-support, upper-limb",""
"67049","Sperm morphology/viability control IVD",""
"60660","Nitrile examination/treatment glove, non-powdered, antimicrobial",""
"58174","Thrombectomy balloon catheter",""
"65720","Ostomy bag pressure release valve",""
"35573","Clinical periodontal dressing",""
"64688","Endoscopic video image interpretive unit",""
"38350","Film-badge radiation dosimeter",""
"65894","Neurodevelopmental disorder interpretive software",""
"33427","Laryngeal injection kit",""
"52752","Penile foreskin stretching kit",""
"47787","Ophthalmic surgical instrument handle, pneumatic",""
"47788","Spiral blade",""
"67320","Kidney disease progression risk assessment interpretive software IVD",""
"67319","Multiple chronic kidney disease (CKD) marker IVD, kit, chemiluminescent immunoassay",""
"32546","Tremor transducer",""
"61411","Subchondral bone needling device",""
"60656","Rectal ultrasound navigational image processor",""
"16529","Medication spray bottle",""
"34661","External manual massager, home-use",""
"65016","Transcutaneous incontinence-control electrical stimulator",""
"56671","Blood gas analyser IVD, point-of-care",""
"40931","Laser-generating gas",""
"16335","Anaerobic chamber",""
"65332","Calibration gas/refillable cylinder",""
"66654","Atomized-chemical device disinfector",""
"37448","Vaginal applicator, single-use",""
"61257","Antiperspirant",""
"63172","CPAP/BPAP unit ambient air filter, reusable",""
"64844","Dental floss dispenser",""
"65992","Allergen-specific immunoglobulin E (IgE) antibody IVD, kit, rapid ICT, self-testing",""
"53910","Lactoferrin IVD, kit, rapid ICT, clinical",""
"66616","Internal gastrointestinal vibratory-stimulation system",""
"66618","Internal gastrointestinal vibratory-stimulation system activation unit",""
"66617","Internal gastrointestinal vibratory-stimulation system capsule",""
"40942","Radiation therapy system workstation, multi-purpose",""
"55470","Acetone IVD, control",""
"54516","Urine bilirubin IVD, kit, rapid colorimetric, clinical",""
"55471","Acetone IVD, reagent",""
