code,description,relatedEmdnCodes
54218,"Human growth hormone (HGH) IVD, kit, radioimmunoassay",
54185,"Follicle stimulating hormone (FSH) IVD, kit, radioimmunoassay",
54151,"Estradiol (oestradiol) (E2) IVD, kit, radioimmunoassay",
58400,"Androstenedione IVD, kit, radioimmunoassay",
54129,"C-peptide IVD, kit, radioimmunoassay",
58485,"Insulin antibody IVD, kit, radioimmunoassay",
58942,"Multiple form 25-hydroxy Vitamin D IVD, kit, enzyme immunoassay (EIA)",
58408,"Insulin-like growth factor I (IGF1) IVD, kit, enzyme immunoassay (EIA)",
54324,"Progesterone IVD, kit, enzyme immunoassay (EIA)",
58409,"Insulin-like growth factor binding protein 3 (IGFBP-3) IVD, kit, enzyme immunoassay (EIA)",
54219,"Human growth hormone (HGH) IVD, kit, enzyme immunoassay (EIA)",
54152,"Estradiol (oestradiol) (E2) IVD, kit, enzyme immunoassay (EIA)",
63756,"C-peptide IVD, kit, enzyme immunoassay (EIA)",
62729,"Orthopaedic guidewire, single-use",
33187,Femur intramedullary nail,
66935,"Orthopaedic intraoperative positioning pin, single-use",
43390,"Fluted surgical drill bit, single-use",
32873,"Surgical tamp, reusable",
45115,"Medullary canal orthopaedic reamer, rigid",
47779,Orthopaedic instrument surgical connector,
31048,Surgical drill chuck,
62447,Fistula-repair biomatrix implant,
43115,Posturography system application software,
35757,Gait analysis system,
65707,Tinnitus therapy auditory/translingual electrical stimulation system,
65708,Tinnitus therapy translingual electrical stimulation electrode array,
61694,Skin cleaning wipe,
58173,Thrombectomy suction catheter,
46721,Disposable vacuum tubing,
62386,Gastrointestinal telemetric monitoring system receiver,
44776,Electrosurgical system,
64461,Enteral feeding noninvasive-component set,
41617,Gastrointestinal endoscopic insufflator,
16849,Laparoscopic insufflator,
36731,Thermographic camera,
58964,Non-adhesive device retention bandage,
32170,"Professional examination gown, single-use",
61779,Thrombectomy wire-net,
58115,"Peripheral vascular guidewire, manual",
45569,Gastrointestinal barostat,
35973,Cardiac insulation pad,
44552,Vein irrigation/distention set,
45130,Tissue extraction bag,
38456,"Laparoscopic multi-instrument access port, single-use",
63225,Implantable vascular closure clip,
61248,Operative procedure tissue/fluid stain,
62217,Submucosal lift solution,
60390,Laparoscopic wound closure thread,
64678,Medullary canal orthopaedic reamer shaft,
35297,"Medullary canal orthopaedic reamer, flexible",
33997,Surgical drill guide obturator,
47814,Orthopaedic implantation hammering attachment,
11332,"Cannulated surgical drill bit, reusable",
44864,"Vena cava filter, temporary/permanent",
33794,Tympanostomy tube,
64237,"Orthopaedic inorganic implant inserter/extractor, single-use",
46801,"Subcutaneous tunneller, single-use",
60363,Implantable electrical stimulation device management software,
62424,Spinal cord/peripheral nerve implantable analgesic electrical stimulation system control unit,
62425,Spinal cord/peripheral nerve implantable analgesic electrical stimulation system programmer,
47932,"Peripheral artery stent, bare-metal",
62455,Portosystemic needle set,
47869,"Multiple-type clinical chemistry analyte profile IVD, control",
43526,"Peripheral artery endovascular stent-graft, non-medicated",
56689,"Coagulation analyser IVD, laboratory",
56130,"Plasminogen activator inhibitor IVD, kit, chromogenic",
55995,"Multiple coagulation factor IVD, calibrator",
47346,"D-dimer IVD, kit, agglutination",
56021,"Coagulation factor VIII IVD, kit, clotting",
56155,"Antithrombin III (ATIII) IVD, kit, chromogenic",
56208,"Protein S IVD, kit, clotting",
55997,"Fibrinogen assay (factor I) IVD, kit, clotting",
55981,"Activated partial thromboplastin time (APTT) IVD, kit, clotting",
55983,"Prothrombin time (PT) IVD, kit, clotting",
56091,"Platelet aggregation study IVD, kit, nephelometry/turbidimetry",
47189,"Extremity-oxygenation hyperbaric chamber, powered",
53316,"Glycated haemoglobin (HbA1c) IVD, reagent",
53506,"Oxalate IVD, reagent",
55937,"Red cell glucose-6-phosphate dehydrogenase (G6PD) IVD, reagent",
41347,"Multiple extractable nuclear antigen (ENA) IVD, control",
51805,"Treponema pallidum immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",
51803,"Treponema pallidum total antibody IVD, reagent",
51817,"Treponema pallidum immunoglobulin G (IgG)/IgM antibody IVD, control",
51050,"Legionella pneumophila total antibody IVD, kit, fluorescent immunoassay",
51059,"Legionella pneumophila antigen IVD, reagent",
52780,"Multiple Leishmania species total antibody IVD, control",
52273,"Multiple Leishmania species immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",
50570,"Borrelia burgdorferi immunoglobulin G (IgG)/IgM antibody IVD, control",
55138,"Skeletal muscle antibody IVD, reagent",
52490,"Trypanosoma cruzi total antibody IVD, kit, fluorescent immunoassay",
52499,"Trypanosoma cruzi immunoglobulin G (IgG)/IgM antibody IVD, reagent",
50827,"Clostridium difficile antigen IVD, reagent",
50998,"Helicobacter pylori antigen IVD, control",
50994,"Helicobacter pylori antigen IVD, kit, enzyme immunoassay (EIA)",
50826,"Clostridium difficile antigen IVD, control",
50823,"Clostridium difficile antigen IVD, kit, agglutination",
51792,"Treponema pallidum antigen IVD, control",
51800,"Treponema pallidum total antibody IVD, kit, agglutination",
50538,"Multiple Borrelia species immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, fluorescent immunoassay",
53967,"Protein electrophoresis IVD, kit, electrophoresis",
51810,"Treponema pallidum immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",
49537,"Herpes simplex virus 1 & 2 (HSV1 & 2) antigen IVD, kit, fluorescent immunoassay",
55878,"Multiple haemoglobin subtype IVD, control",
55877,"Multiple haemoglobin subtype IVD, calibrator",
61010,"Glycated haemoglobin (HbA1c) IVD, kit, chemiluminescent immunoassay",
55879,"Multiple haemoglobin subtype IVD, reagent",
59807,"Inherited haemoglobinopathy IVD, reagent",
61759,"Inherited haemoglobinopathy IVD, kit, liquid chromatography",
55134,"Skeletal muscle antibody IVD, kit, fluorescent immunoassay",
54955,"Glomerular basement membrane antibody (Goodpasture antibody) IVD, control",
54951,"Glomerular basement membrane antibody (Goodpasture antibody) IVD, kit, fluorescent immunoassay",
50550,"Borrelia burgdorferi antigen IVD, reagent",
50564,"Borrelia burgdorferi immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
50560,"Borrelia burgdorferi immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
50832,"Clostridium difficile antigen IVD, kit, enzyme immunoassay (EIA)",
50555,"Borrelia burgdorferi total antibody IVD, kit, immunoblot",
52495,"Trypanosoma cruzi immunoglobulin G (IgG)/IgM antibody IVD, kit, fluorescent immunoassay",
52281,"Multiple Leishmania species immunoglobulin G (IgG)/IgM antibody IVD, kit, fluorescent immunoassay",
50556,"Borrelia burgdorferi total antibody IVD, kit, fluorescent immunoassay",
50533,"Bordetella pertussis total antibody IVD, kit, immunoblot",
50535,"Bordetella pertussis total antibody IVD, control",
50536,"Bordetella pertussis total antibody IVD, reagent",
54826,"Multiple extractable nuclear antigen antibody (anti-ENA) screening IVD, reagent",
54827,"Multiple extractable nuclear antigen (ENA) IVD, kit, fluorescent immunoassay",
51046,"Legionella longbeachae immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, fluorescent immunoassay",
47384,"Multiple cardiac marker IVD, kit, fluorescent immunoassay",
47016,"Multiple cardiac marker IVD, control",
37733,"Treponema pallidum total antibody IVD, control",
51012,"Helicobacter pylori immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
50529,"Bordetella pertussis immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, enzyme immunoassay (EIA)",
50568,"Borrelia burgdorferi immunoglobulin G (IgG)/IgM antibody IVD, kit, enzyme immunoassay (EIA)",
50567,"Borrelia burgdorferi immunoglobulin M (IgM) antibody IVD, reagent",
50566,"Borrelia burgdorferi immunoglobulin M (IgM) antibody IVD, control",
51789,"Treponema pallidum antigen IVD, kit, fluorescent immunoassay",
50549,"Borrelia burgdorferi antigen IVD, control",
51077,"Legionella pneumophila immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, fluorescent immunoassay",
52282,"Multiple Leishmania species immunoglobulin G (IgG)/IgM antibody IVD, kit, enzyme immunoassay (EIA)",
51052,"Legionella pneumophila total antibody IVD, control",
51075,"Legionella pneumophila immunoglobulin M (IgM) antibody IVD, reagent",
51008,"Helicobacter pylori immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
51798,"Treponema pallidum total antibody IVD, kit, enzyme immunoassay (EIA)",
58048,"Optical laboratory instrument performance standard calibrator/control IVD, single-use",
58556,Culture medium antimicrobial supplement IVD,
42651,Buffered isotonic saline reagent IVD,
46016,"Angiotensin converting enzyme (ACE) IVD, control",
58238,Sulphuric acid stop solution reagent IVD,
49723,"Cytomegalovirus (CMV) immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
51076,"Legionella pneumophila immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, enzyme immunoassay (EIA)",
49662,"Epstein-Barr virus (EBV) immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
54823,"Multiple extractable nuclear antigen antibody (anti-ENA) screening IVD, kit, enzyme immunoassay (EIA)",
54967,"Histone antibody IVD, kit, enzyme immunoassay (EIA)",
55107,"Rheumatoid factor IVD, kit, enzyme immunoassay (EIA)",
54902,"Double stranded DNA antibody (anti-dsDNA) IVD, kit, enzyme immunoassay (EIA)",
49287,"Measles virus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
49332,"Mumps virus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
49657,"Epstein-Barr virus (EBV) immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
49621,"Varicella-zoster virus (VZV) immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
49599,"Herpes simplex virus 2 (HSV2) immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
49595,"Herpes simplex virus 2 (HSV2) immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
49573,"Herpes simplex virus 1 (HSV1) immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
49568,"Herpes simplex virus 1 (HSV1) immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
50268,"Rubella virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
50265,"Rubella virus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
49712,"Cytomegalovirus (CMV) immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
52440,"Toxoplasma gondii immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
52436,"Toxoplasma gondii immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
52327,"Multiple Plasmodium species total antibody IVD, kit, enzyme immunoassay (EIA)",
51809,"Treponema pallidum immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
51056,"Legionella pneumophila antigen IVD, kit, enzyme immunoassay (EIA)",
54809,"Multiple antinuclear antibody (ANA) screening IVD, kit, enzyme immunoassay (EIA)",
58239,Chromogenic/colorimetric substrate reagent IVD,
49541,"Herpes simplex virus 1 & 2 (HSV1 & 2) immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
49546,"Herpes simplex virus 1 & 2 (HSV1 & 2) immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
51815,"Treponema pallidum immunoglobulin G (IgG)/IgM antibody IVD, kit, enzyme immunoassay (EIA)",
51037,"Legionella longbeachae immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
44026,"Cryptosporidium parvum immunoglobulin G (IgG) antibody IVD, control",
52202,"Cryptosporidium parvum immunoglobulin G (IgG) antibody IVD, kit, immunoblot",
52247,"Giardia lamblia antigen IVD, kit, enzyme immunoassay (EIA)",
52257,"Giardia lamblia immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",
50593,"Borrelia garinii immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
51068,"Legionella pneumophila immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
52840,"Herpes simplex virus 1 & 2 (HSV1 & 2) antigen IVD, control",
48456,"HIV1/HIV2 antibody IVD, control",
52945,"Angiotensin converting enzyme (ACE) IVD, reagent",
49538,"Herpes simplex virus 1 & 2 (HSV1 & 2) antigen IVD, reagent",
49707,"Cytomegalovirus (CMV) antigen IVD, kit, fluorescent immunoassay",
32483,"Cytomegalovirus (CMV) antigen IVD, control",
49710,"Cytomegalovirus (CMV) antigen IVD, reagent",
49729,"Cytomegalovirus (CMV) total antibody IVD, kit, enzyme immunoassay (EIA)",
51804,"Treponema pallidum immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
50722,"Multiple Chlamydia species immunoglobulin G (IgG) antibody IVD, reagent",
51207,"Mycoplasma pneumoniae immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",
53435,"Total apolipoprotein IVD, kit, spectrophotometry",
55072,"Proteinase 3 anti-neutrophil cytoplasmic antibody (PR3-ANCA) IVD, kit, enzyme immunoassay (EIA)",
55068,"Myeloperoxidase anti-neutrophil cytoplasmic antibody (MPO-ANCA) IVD, kit, enzyme immunoassay (EIA)",
55032,"Mitochondrial antibody M2 (anti-Mi2) IVD, kit, enzyme immunoassay (EIA)",
55196,"Thyroglobulin antibody IVD, kit, enzyme immunoassay (EIA)",
55005,"Jo-1 antibody IVD, kit, enzyme immunoassay (EIA)",
55126,"Scleroderma-70 antibody (anti-Scl-70) IVD, kit, enzyme immunoassay (EIA)",
55160,"Sm/RNP antibody IVD, kit, enzyme immunoassay (EIA)",
55145,"Smith antibody (anti-Sm) IVD, kit, enzyme immunoassay (EIA)",
55132,"SSB/La antibody (Sjogren's antibody) IVD, kit, enzyme immunoassay (EIA)",
55129,"SSA/Ro antibody (Sjogren's antibody) IVD, kit, enzyme immunoassay (EIA)",
51004,"Helicobacter pylori immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",
49280,"Measles virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
49326,"Mumps virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
49627,"Varicella-zoster virus (VZV) immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
51202,"Mycoplasma pneumoniae immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",
53505,"Oxalate IVD, control",
55936,"Red cell glucose-6-phosphate dehydrogenase (G6PD) IVD, control",
53346,"Lactate IVD, reagent",
53108,"Lipase IVD, kit, spectrophotometry",
53503,"Oxalate IVD, kit, spectrophotometry",
53504,"Oxalate IVD, calibrator",
58126,"Total bile acid IVD, kit, spectrophotometry",
58127,"Total bile acid IVD, reagent",
58125,"Total bile acid IVD, control",
58124,"Total bile acid IVD, calibrator",
46015,"Angiotensin converting enzyme (ACE) IVD, calibrator",
41065,Knee support orthosis,
47217,"Abdominal binder, reusable",
47218,"Abdominal hernia truss, reusable",
33031,Lumbar spine orthosis,
41461,Wrist/hand/metacarpophalangeal joint extension orthosis,
41459,Wrist/hand orthosis,
41053,Elbow orthosis,
43817,"Wrist binder, reusable",
13810,Clavicle orthosis,
64438,Compression/pressure tubular garment,
36206,Ankle/foot orthosis,
44481,"Ankle binder, reusable",
35870,Dental composite resin,
31783,Temporary dental crown/bridge,
35866,Silicone dental impression material,
47631,Medical device disinfection agent,
35242,Whole-body plethysmograph,
65366,"Expiratory peak flow meter, analogue, reusable",
16343,Antistammering device,
63185,Cognitive assessment software,
61022,Psychiatric/stress-therapy periauricular nerve transcutaneous electrical stimulation system,
66432,Post-parturition vaginal retractor,
61087,Clinical management support software,
61544,"Monitoring spirometer, mechanical",
61449,"Conceptive cervical cap, single-use",
62563,Arthroplasty force sensor display unit,
58988,Arthroplasty force sensor,
13180,"Orthopaedic prosthesis implantation positioning instrument, reusable",
47866,Orthopaedic implant/instrument dismantling device,
47870,Orthopaedic fixation implant alignment tool,
63475,Neuromuscular rehabilitation software,
37452,"Nipple shielding teat, single-use",
41086,Passive wrist prosthesis,
31759,Orthodontic tube,
41677,Orthodontic archwire/bracket ligature,
62073,Orthodontic inter-bracket elastic chain,
62074,Orthodontic inter-arch elastic band,
33209,Orthodontic pliers,
38741,Orthodontic lock,
66599,MRI image interpretive software,
66630,Pelvic floor compression binder,
48037,Oral care swab,
63131,"Electroencephalographic electrode cap, reusable",
62256,"Enteral tube extension, single-use",
35694,"Menstrual tampon, unscented",
33722,"General-purpose absorbent tip applicator/swab, single-use",
45688,"Red-light phototherapy unit, professional",
64132,Medical equipment handle cover adaptor,
65738,"Endodontic obturation material distribution endpiece, reusable",
31876,"Endodontic enlarger, reusable",
35784,"Endodontic broach, serrated, reusable",
62085,Extracorporeal membrane oxygenation system circuit,
40873,Ultrasound imaging system application software,
15321,Skin topical coupling gel,
64312,"Dental prosthesis/implant abutment screw analog, single-use",
64123,"Biotin (vitamin H) IVD, kit, enzyme immunoassay (EIA)",
38608,Dental wrought alloy,
38734,Orthodontic metal band,
63708,Orthodontic separator,
46582,"Orthodontic bracket, plastic, single-use",
62072,Orthodontic elastomeric appliance pusher,
56637,"Orthopaedic surgical distractor, internal",
44065,"Neurosurgical procedure kit, non-medicated, reusable",
44788,Spinal implant trial,
47872,Bone graft funnel,
47863,"Surgical instrument/implant depth limiter, reusable",
12391,"Wearable multiple physiological parameter recorder, reusable",
45004,"Rubber dam, non-latex",
11155,"Rubber dam, Hevea-latex",
58949,"General-purpose surgical scissors, single-use",
33961,"General surgical procedure kit, non-medicated, single-use",
44359,"Ophthalmic surgical probe, single-use",
62490,"Dressing/utility forceps, scissors-like, single-use",
66657,"Conjunctival scissors, single-use",
66931,"Ophthalmic surgical device handling forceps, single-use",
62479,"Surgical soft-tissue manipulation forceps, tweezers-like, single-use",
58506,Pain management medication delivery system,
15164,pH meter IVD,
41222,Medication transfer set,
35754,Oral liquid dose dispenser cabinet,
35441,Cardiopulmonary bypass system blood tubing set,
42977,Surgical wound gas diffuser,
64747,"SARS-CoV-2 nucleic acid IVD, kit, nucleic acid technique (NAT)",
61490,Eye patch,
65056,Intraoperative gamma radiation detection system probe cover,
40783,Microwave hyperthermia system,
40791,"Microwave hyperthermia system applicator, extracorporeal",
43090,Basic electric toothbrush,
45981,Hard/soft-tissue ultrasonic surgical system,
64709,Neurological pain-testing pin,
63489,Sleep-disordered breathing tongue electrical stimulator,
31684,"Operating table patient pressure distribution pad, reusable",
65180,"Operating table patient positioning set, reusable",
40086,"Operating table patient pressure distribution pad, single-use",
61229,External lower-limb prosthesis structural/alignment component,
61129,Patient positioner base plate,
40980,"Medical x-ray film, non-screen",
38336,Solid-state-semiconductor radiation measuring probe,
38399,Accelerator system quality assurance device,
40887,Radiation therapy software,
36596,Radiation electrometer,
40631,"Multi-modality therapeutic radiation phantom, test object",
44757,Synovial fluid supplementation medium,
59130,"Dermal tissue reconstructive material, animal-derived",
43761,Centrifuge tube IVD,
47062,Laboratory dialyser,
62286,Gastric drainage/decompression bag,
60539,"Vial/bottle adaptor, non-hermetic",
36053,"Nasogastric tube holder, noninvasive",
65012,ENFit-formatted protective cap,
64357,Medication transfer straw,
62048,Gastric pH strip,
61388,"Capillary blood collection tube IVD, lithium heparin",
66604,"Patient fall-recovery chair, electric",
66605,"Patient fall-recovery chair, manual",
32764,"Ophthalmic knife, reusable",
44290,Assisted reproduction heater/incubator,
35569,Neonatal multi-parameter bedside monitor,
37266,"Nitric oxide delivery unit, system-based",
47704,"Cosmetic red-light phototherapy system, home-use",
65723,Red/infrared light phototherapy unit,
62116,Red/blue light phototherapy unit,
62202,Blue/red/infrared phototherapy lamp,
64508,"Evacuated blood collection tube IVD, anticoagulant/cell preservative",
52735,Cell preservation/storage/dilution solution IVD,
16340,"Cast cutter, electrically-powered",
17877,Negative-pressure ventilator,
47971,"Dental bone matrix implant, synthetic",
61225,"Treponema pallidum immunoglobulin G (IgG)/IgM antibody IVD, kit, agglutination",
12301,"Colonic lavage system, powered-flow",
46741,"Ophthalmic knife, single-use",
44100,Blood bank information system application software,
44082,Clinical laboratory information system application software,
42280,Tissue specimen x-ray system IVD,
36110,Thermometric fertility analyser,
40868,Angiographic x-ray system application software,
58074,Dermatological optical coherence tomography system,
36051,Carbon dioxide absorbent,
46233,Carbon dioxide absorbent cartridge,
45870,Multi-purpose soft contact lens solution,
47868,"Multiple-type clinical chemistry analyte profile IVD, calibrator",
52899,"Sodium (Na+) IVD, reagent",
52895,"Potassium (K+) IVD, reagent",
53398,"Low density lipoprotein (LDL) cholesterol IVD, reagent",
53586,"Uric acid IVD, reagent",
58197,"Unsaturated iron binding capacity (UIBC) IVD, reagent",
53989,"Total protein IVD, reagent",
52891,"Inorganic phosphate (PO43-) IVD, reagent",
52883,"Magnesium (Mg2+) IVD, reagent",
53074,"Total lactate dehydrogenase (LDH) IVD, reagent",
54762,"Iron IVD, reagent",
53307,"Glucose IVD, reagent",
53030,"Gamma-glutamyltransferase (GGT) IVD, reagent",
53006,"Total creatine kinase (CK) IVD, reagent",
52879,"Chloride (Cl-) IVD, reagent",
52875,"Calcium (Ca2+) IVD, reagent",
53231,"Total bilirubin IVD, reagent",
53236,"Conjugated (direct) bilirubin IVD, reagent",
53590,"Urea IVD, reagent",
52955,"Total aspartate aminotransferase (AST) IVD, reagent",
52925,"Alanine aminotransferase (ALT) IVD, reagent",
52941,"Total amylase IVD, reagent",
52929,"Total alkaline phosphatase (ALP) IVD, reagent",
53599,"Albumin IVD, reagent",
55610,"Ethanol (ETOH) IVD, calibrator",
60771,"Carbon dioxide (CO2) IVD, calibrator",
52861,"Multiple blood gas/haemoximetry/electrolyte analyte IVD, reagent",
60774,"Carbon dioxide (CO2) IVD, reagent",
16266,"Medication transfer needle, filtering",
34845,"Intrathecal anaesthesia set, non-medicated",
63603,Neuraxial syringe,
65011,NRFit-formatted protective cap,
63607,NRFit/epidural catheter linear connector,
31245,Anaesthesia conduction filter,
58131,"Haemodialysis system, institutional/home-use",
63952,Haemodialysis system dialysate delivery set,
59233,Stationary orthovoltage therapeutic x-ray system,
17643,Extracorporeal membrane oxygenator,
45152,Dental anaesthesia injection kit,
35868,Dental restoration retention pin,
64902,Physiological measuring device wireless data capture/transfer unit,
66679,"Push-rim manual wheelchair, bariatric",
41630,"Attendant-only-propelled wheelchair, non-bariatric",
12716,"Benchtop nebulizer, heated",
31158,Wheelchair brakes,
32984,Wheelchair handrim,
41119,Wheelchair/chair/stander headrest,
32981,Wheelchair armrest,
36254,Wheelchair back rest,
32987,Wheelchair antitip device,
41112,Assistive coverall,
44472,Oxygen therapy conserving regulator,
13356,Wheelchair/chair/stander occupant restraint/support,
47478,Alternating-pressure bed mattress overlay system,
47477,Air-filled chair cushion,
47123,"Alternating-pressure chair cushion, reusable",
41900,"Alternating-pressure bed mattress overlay, reusable",
46553,Assisted reproduction microtool,
34169,Assisted reproduction electromechanical micromanipulator,
61181,Assisted reproduction laser system,
61327,"Rectal medication applicator, single-use",
64507,Rectal medication/infusion catheter,
63299,"Colonic lavage kit, surgical",
17228,Computerized rhinomanometer,
57974,Acoustic rhinometer,
13740,Ethylene oxide sterilizer,
35362,Chemical/physical sterilization process indicator,
61851,Laparoscopic access suction dome,
67046,"Arterial tourniquet, manual, single-use",
46424,Pneumothorax dressing,
63496,"Pelvic fracture binder, single-use",
64413,"Freestanding headrest, single-use",
62041,"First aid limb splint, non-mouldable, single-use",
38578,Magnetic dental precision attachment,
64735,"External limb prosthesis finishing component, custom-made",
10035,Skin surface device adhesive,
63313,Kinesiology/electromyographic sensor set,
32521,Multiple physiological signal amplifier,
17929,"Biomechanical function analysis system, motion-tracking",
44813,Bio-energy mapping system application software,
36252,Kinesiology ambulatory recorder,
61672,"Back/leg/chest dynamometer, electronic",
43114,Posturography system platform,
63314,Electronic torsional hand exerciser,
64435,Conjunctival trocar blade,
62562,"Hand-held surgical retractor, single-use",
62480,"Surgical bulldog clamp, single-use",
64022,"Soft-tissue surgical hook, single-use",
66582,"Eyelid clamp, single-use",
62558,General-purpose curette,
64287,"Eyeball fixation instrument, single-use",
34035,"Lacrimal dilator, single-use",
62785,Ophthalmic surgery fluid retention ring,
61478,"Surgical soft-tissue manipulation forceps, scissors-like, single-use",
47991,"Self-retaining surgical retractor, single-use",
63270,"Scalpel handle, single-use",
66661,"Ophthalmic strabismus scissors, single-use",
62489,"Dressing/utility forceps, tweezers-like, single-use",
63385,Medical device cleaning agent,
58061,Instrument rinsing agent,
42737,Coagulase production microbial reagent IVD,
43714,Tryptophan utilization/spot indole microbial reagent IVD,
51615,"Shigella boydii culture isolate antigen IVD, reagent",
51623,"Shigella dysenteriae culture isolate antigen IVD, reagent",
65291,"Multiple Salmonella species antigen IVD, kit, rapid agglutination, clinical",
51538,"Multiple Salmonella species total antibody IVD, reagent",
43733,"Gram stain IVD, reagent",
43720,Indole/Kovac's microbial reagent IVD,
17882,Physiologic-monitoring defibrillation system,
47475,"Odour-absorbent dressing, antimicrobial",
46492,"Mouthguard, single-use",
42919,Liver donor-organ preservation/transport system,
62183,Intestinal/urinary stoma button,
47887,"Dermal tissue reconstructive material, microbe-derived, anaesthetic",
60945,Pharyngeal electrical stimulation control unit,
60946,Pharyngeal electrical stimulation catheter,
60510,Hygroscopic dental cement,
16705,Zinc polycarboxylate dental cement,
51055,"Legionella pneumophila antigen IVD, kit, agglutination",
51513,"Multiple Salmonella species culture isolate antigen IVD, kit, agglutination",
61734,"Breast pump support kit, reusable",
16754,Electrocardiographic recording paper,
60761,Nitrogen plasma skin surface treatment system,
62481,"Pliable-polymer dental regeneration membrane, non-bioabsorbable",
64322,Dental precision attachment fitting/adjustment tool,
65191,Dental instrument depth limiter,
47974,Dental implant x-ray template,
35440,Cardiopulmonary bypass system air bubble/fluid level detector,
62743,"Sensor holder, single-use",
31714,Cardiopulmonary bypass system gas control unit,
17206,Cardiopulmonary bypass system heating/cooling unit,
36347,Cardiopulmonary bypass system roller pump,
37238,Extracorporeal blood gas/pH monitor,
33317,Cardiopulmonary bypass system centrifugal pump drive unit,
38473,Patient health record information system,
64145,"Ligament reconstruction instrument set, single-use",
63561,"Orthopaedic graft tensioner, single-use",
63560,"Wire/ligature passer, single-use",
47030,"Ligament graft, synthetic polymer",
56708,"Bone tap, single-use",
46536,Orthodontic anchoring screw,
58177,Urine specimen collection kit IVD,
47775,"General specimen container IVD, no additive/medium",
58940,"Podiatry kit, single-use",
65048,"Podiatric probe, single-use",
64044,"Nail splitting forceps, single-use",
63656,"Abdominal/ENT/orthopaedic surgical probe, single-use",
57827,"Digit tourniquet, manual",
64032,"Nail clippers, single-use",
62557,"Bandage scissors, single-use",
56303,"Suture kit, non-medicated",
62744,"Wound dressing kit, non-medicated",
63859,"Toenail file/rasp, single-use",
41575,"Orthotic insole, prefabricated, non-antimicrobial",
61481,"Open-surgery biopsy forceps, single-use",
33089,"Airway tube forceps, single-use",
64025,"Podiatric bur, single-use",
64927,Nail emery board,
47164,Point aesthesiometer,
65049,"Podiatric probe, reusable",
37861,Surgical plume evacuation system,
60836,Laparoscopic plume filter,
47998,Surgical fluid/smoke waste management system,
35917,"Surgical/emergency suction cannula, non-illuminating, single-use",
65449,ENT foreign body extraction forceps,
65774,"Inflatable patient transfer sliding mattress, reusable",
40535,Solid-seat mobile patient lifting system seat,
62165,Nurse call system,
34988,Birthing/delivery kit,
35281,Synthetic vascular graft,
62347,"Wound therapy oxygenator, reusable",
59124,"Wound therapy oxygenator, single-use",
63396,Microwave/electrosurgical system generator,
