"code","description","relatedEmdnCodes"
"35398","Rigid optical thoracoscope",""
"62182","General-purpose syringe, reusable",""
"35845","Medicine spoon, reusable",""
"32652","Vaginal applicator, reusable",""
"35138","Meniscus knife",""
"63479","Ophthalmic strabismus scissors, reusable",""
"47130","Vitrectomy fluid/gas handling handpiece/cannula",""
"35099","Cardiopulmonary bypass system, roller type",""
"45223","Multi-modality skin surface treatment system generator",""
"47883","Dermatological solid-state laser system",""
"11268","Vascular dilator, reusable",""
"46771","Sternum spreader",""
"35285","Aorta punch, reusable",""
"61452","Invasive-detection multi-parameter physiological monitor, reusable",""
"61401","Intracerebral catheter cranial-fixation kit",""
"61398","Intracerebral sensor catheter, short-term",""
"61436","Sensor catheter fibreoptic connection cable",""
"61402","Intracerebral catheterization drill bit",""
"36452","Polarimeter",""
"47830","Surgical instrument handle, torque-limiting",""
"65867","Orthopaedic bone staple drill bit",""
"65866","Pedicle screw guide",""
"32043","Laparoscopic surgical procedure kit, non-medicated, reusable",""
"64239","Sterilizer/disinfector rack instrument-holding insert, reusable",""
"40867","CT system application software",""
"37649","Portable general-purpose fluoroscopic x-ray system, digital",""
"37631","Portable general-purpose fluoroscopic x-ray system, analogue",""
"45016","SPECT/CT system",""
"37644","Stationary basic diagnostic x-ray system, analogue",""
"58250","PET/MRI system",""
"42252","Manual-aperture-control diagnostic x-ray system collimator, motorized",""
"37621","Stationary general-purpose fluoroscopic x-ray system, analogue",""
"18415","Electromechanical lithotripsy system, extracorporeal",""
"40763","Cardiovascular ultrasound imaging system",""
"40764","Breast ultrasound imaging system",""
"40937","Nuclear medicine system workstation",""
"42258","Multi-hole nuclear medicine system collimator, low-energy",""
"40686","Accelerator system table, non-powered",""
"40687","Accelerator system table, powered",""
"61128","Stereotactic radiosurgical/radiotherapy arch head frame",""
"40895","Vacuum-mould patient positioning system",""
"36122","Hysteroscopic irrigation/insufflation system",""
"36003","Arthroscopic irrigation/insufflation system",""
"35124","Medical device integration rack",""
"62783","Electromagnetic/optical surgical navigation device tracking system",""
"47436","Surgical optical-tracking spatial marker holder",""
"47437","Neurosurgical ultrasound navigation system optical tracking unit",""
"61407","Surgical optical-tracking spatial marker, reusable",""
"40885","Stereotactic system application software",""
"64934","Optical surgical navigation device tracking system suction cannula",""
"35361","Stereotactic radiosurgical invasive head frame",""
"63570","Intracranial catheter navigation transmitter stylet",""
"61410","Surgical optical-tracking spatial marker connector",""
"63516","Rigid video ureterorenoscope",""
"48027","Surgical fluid/smoke waste management system suction unit",""
"37412","Medical device cleaning jet handpiece",""
"46690","Gastro-urological guidewire, reusable",""
"46732","Tissue morcellation system handpiece, line-powered",""
"36635","Rigid optical rectoscope, reusable",""
"46329","Spring-loaded pneumoperitoneum needle, reusable",""
"38833","Flexible endoscopic cytology brush, reusable",""
"18416","Piezoelectric lithotripsy system",""
"46218","Basic endotracheal tube, reusable",""
"36664","Basic roller pump",""
"36037","Laser lithotripsy system",""
"32631","Transcervical amnioscope",""
"15630","Vaginoscope",""
"37141","Rigid endoscopic stone-retrieval forceps, reusable",""
"35255","Optical proctoscope, reusable",""
"37871","Crown surgical drill bit, reusable",""
"63993","Uterine probe",""
"35792","Flexible endoscopic sponge/swab forceps",""
"44067","ENT surgical procedure kit, non-medicated, reusable",""
"36653","Rigid optical oesophagoscope",""
"37151","Laparoscopic access cannula dilator",""
"41126","Bronchoscopy tube",""
"62452","Laparoscopic multi-instrument access port, reusable",""
"35187","Rigid optical mediastinoscope",""
"35874","Myoma screw, reusable",""
"36632","Flexible fibreoptic cystourethroscope",""
"63885","Rectoscope/proctoscope handle",""
"63886","Rigid endoscope proximal observation cap",""
"46718","Eye magnet, non-powered",""
"46808","Head-worn fibreoptic light",""
"30039","Stairclimber",""
"61635","Syringe plunger stop",""
"62117","Syringe-loaded medication/vaccine injector, manual, home-use",""
"45771","Empty self-injector, mechanical",""
"38790","Dental impression material mixer",""
"16352","Gingival retraction kit",""
"47820","Surgical retraction system, single-use",""
"58762","Deep-tissue electromagnetic stimulation system, professional",""
"36758","Localized cutaneous/musculoskeletal cryotherapy unit",""
"66689","Radio-frequency physical therapy system",""
"45537","Static/intermittent powered traction system, non-mobile",""
"47575","Medium-wave diathermy treatment system",""
"11246","Short-wave diathermy treatment system generator",""
"11248","Physical therapy ultrasound system",""
"34637","Head reflector",""
"36843","Mobile examination/treatment room light",""
"60353","General physical examination set",""
"40502","Optical proctoscope, single-use",""
"44914","Optical anoscope, single-use",""
"15058","Rigid optical sigmoidoscope, reusable",""
"35800","Endoscope inflation bulb",""
"63659","Tongue depressor, examination, reusable",""
"42461","Tongue depressor, examination, single-use",""
"57898","Evacuated blood collection tube IVD, nucleic acid stabilizer",""
"63121","Evacuated blood collection tube IVD, anticoagulant/nucleic acid stabilizer",""
"49617","Varicella-zoster virus (VZV) antigen IVD, kit, fluorescent immunoassay",""
"49275","Measles virus antigen IVD, reagent",""
"50182","Rabies virus antigen IVD, antibody",""
"63927","Varicella-zoster virus (VZV) IVD, antibody",""
"62903","Pneumocystis jirovecii antigen IVD, kit, fluorescent immunoassay",""
"52098","Pneumocystis jirovecii antigen IVD, antibody",""
"61058","Multiple-type gastrointestinal pathogen nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"61527","Multiple-type respiratory pathogen nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"41370","Interferon IVD, control",""
"63576","Fibroblast growth factor receptor (FGFR) gene mutation IVD, kit, nucleic acid technique (NAT)",""
"30798","Cytomegalovirus (CMV) nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"62173","Nucleic acid sequencing reagent kit IVD",""
"58276","BRAF gene mutation IVD, kit, nucleic acid technique (NAT)",""
"63195","Gastrointestinal cancer genotyping IVD, kit, nucleic acid technique (NAT)",""
"60691","PIK3CA gene mutation IVD, kit, nucleic acid technique (NAT)",""
"60744","Interferon gamma release IVD, kit, enzyme immunoassay (EIA)",""
"60671","JAK2 V617F gene mutation IVD, kit, nucleic acid technique (NAT)",""
"36910","Photometer, absorbance/transmission, automated",""
"51235","Neisseria gonorrhoeae nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"47320","Chlamydia trachomatis nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"61334","Multiple Human herpesvirus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"50836","Clostridium difficile nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"49851","BK virus (BKV) nucleic acid IVD, control",""
"49852","BK virus (BKV) nucleic acid IVD, reagent",""
"49540","Herpes simplex virus 1 & 2 (HSV1 & 2) nucleic acid IVD, reagent",""
"47293","Varicella-zoster virus (VZV) nucleic acid IVD, control",""
"47294","Varicella-zoster virus (VZV) nucleic acid IVD, reagent",""
"52790","Herpes simplex virus 1 & 2 (HSV1 & 2) nucleic acid IVD, control",""
"62692","Molecular grade lysis reagent IVD",""
"62498","PCR/NAT protease reagent IVD",""
"58271","Epidermal growth factor receptor (EGFR) gene mutation/mRNA expression IVD, kit, nucleic acid technique (NAT)",""
"58280","KRAS gene mutation IVD, kit, nucleic acid technique (NAT)",""
"49991","Human papillomavirus (HPV) antigen IVD, kit, enzyme immunoassay (EIA)",""
"38448","General examination/treatment chair, manual",""
"17605","Autotransfusion system blood component processing set",""
"47258","Contrast medium injection system administration set",""
"34170","Vertebral body prosthesis",""
"61657","Electric infusion pump administration set, reusable",""
"61300","Internal spinal fixation procedure kit, single-use",""
"48131","Non-woven gauze pad",""
"14093","Tracheostoma button",""
"54316","Procalcitonin (PCT) IVD, reagent",""
"53332","Beta-hydroxybutyrate IVD, calibrator",""
"53333","Beta-hydroxybutyrate IVD, control",""
"53331","Beta-hydroxybutyrate IVD, kit, spectrophotometry",""
"41458","Wrist orthosis",""
"35554","Centrifuge bucket/tube holder adaptor",""
"32429","Microhaematocrit centrifuge IVD",""
"37531","Centrifuge rotor, adjustable angle",""
"17452","Microsample centrifuge IVD",""
"42551","Electrosurgical return electrode, reusable",""
"52982","Chymotrypsin IVD, kit, spectrophotometry",""
"52985","Chymotrypsin IVD, reagent",""
"53119","Lysozyme (muramidase) IVD, kit, enzyme immunoassay (EIA)",""
"53926","Alpha-2-macroglobulin IVD, reagent",""
"53598","Albumin IVD, kit, enzyme immunoassay (EIA)",""
"57911","Faecal specimen container IVD, transport buffer/medium",""
"53972","Retinol binding protein IVD, reagent",""
"53763","Secretory immunoglobulin A (secretory IgA) IVD, kit, enzyme immunoassay (EIA)",""
"64690","Oxidized low density lipoprotein (OxLDL) IVD, kit, enzyme immunoassay (EIA)",""
"53909","Lactoferrin IVD, kit, enzyme immunoassay (EIA)",""
"36679","Cardiopulmonary stress exercise treadmill",""
"30926","Parallel bar exerciser, non-powered",""
"32765","Keratome, line-powered",""
"62247","Mechanical skin contouring system motor",""
"61878","Inert gas-enhanced endoscopic electrosurgical electrode, single-use",""
"67469","Electrosurgical control switch interface unit",""
"62228","Endoscopic electrosurgical submucosal lift/resection instrument",""
"64409","Endoscopic cryosurgical probe, single-use",""
"62356","Water jet knife system pump-cartridge",""
"62227","Inert gas-enhanced endoscopic electrosurgical submucosal lift/resection instrument",""
"36154","Argon-enhanced electrosurgical system gas delivery unit",""
"61880","Inert gas-enhanced electrosurgical handpiece",""
"62513","Endoscopic needleless submucosal lift catheter",""
"62514","Syringe dispensing gun, reusable",""
"62328","Endoscopic cryosurgical probe, reusable",""
"61879","Inert gas-enhanced open-surgery electrosurgical electrode, reusable",""
"62440","Inert gas-enhanced electrosurgical system filter",""
"61881","Inert gas-enhanced electrosurgical cable",""
"40821","Basic diagnostic x-ray system operation software",""
"60114","Magnetic cell separation system tubing set",""
"60243","Magnetic cell separation system reagent",""
"60113","Magnetic cell separation system buffered saline solution",""
"60112","Magnetic cell separation system processing unit",""
"62775","Meibomian gland manual expressor/evaluator",""
"37071","Binocular vision test unit",""
"16342","Anomaloscope",""
"47945","Bagolini lens/spectacles/lorgnette",""
"67065","Ophthalmic surgical microscope lens",""
"67514","Intraoperative/postoperative therapeutic x-ray system spherical applicator, single-use",""
"67515","Nucleic acid microarray probe chip IVD",""
"67544","Intraoperative/postoperative therapeutic x-ray system applicator sizer",""
"38452","Desktop computer",""
"44711","Optical medical device procedural cover",""
"59677","Intraoperative/postoperative therapeutic x-ray system",""
"59681","Intraoperative/postoperative therapeutic x-ray system spherical applicator, reusable",""
"59682","Intraoperative/postoperative therapeutic x-ray system intraoperative flat applicator",""
"59683","Intraoperative/postoperative therapeutic x-ray system surface applicator",""
"59685","Intraoperative/postoperative therapeutic x-ray system needle applicator",""
"36904","Rigid optical intracranial/spinal endoscope, reusable",""
"36225","Scanning laser optical microscope",""
"61051","Ophthalmic surgical microscope data overlay unit",""
"45072","Phacoemulsification/vitrectomy system",""
"61856","Central/peripheral venous endovascular stent-graft",""
"48064","Optical low coherence reflectometry (OLCR) biometer",""
"63478","Intraocular scissors, probe-like, single-use",""
"14148","Corneal trephine, reusable",""
"46840","Ophthalmic cannulation set, single-use",""
"47498","Ophthalmic irrigation/infusion/aspiration tubing, reusable",""
"63399","Lacrimal tube insertion hook/pusher",""
"35153","Lens spoon",""
"32774","Eye muscle clamp",""
"13487","Enucleation scissors, reusable",""
"44959","Razor blade breaker/holder",""
"35527","Periocular/lacrimal retractor, self-retaining",""
"15048","Intraocular pressure-reducing compression system",""
"63577","17-Hydroxyprogesterone IVD, kit, enzyme immunoassay (EIA)",""
"54183","Free testosterone IVD, control",""
"62263","Free cortisol IVD, kit, chemiluminescent immunoassay",""
"63579","Dehydroepiandrosterone sulfate (DHEAS) IVD, kit, enzyme immunoassay (EIA)",""
"62261","Acetylcholine receptor antibody IVD, kit, radioimmunoassay",""
"38436","General-purpose brachytherapy system applicator, remote-afterloading",""
"38407","Vaginal brachytherapy system applicator, remote-afterloading",""
"38421","Oesophagus brachytherapy system applicator, remote-afterloading",""
"38409","Cervical/intrauterine brachytherapy system applicator, remote-afterloading",""
"38415","Nasopharynx brachytherapy system applicator, remote-afterloading",""
"38438","Brachytherapy system remote afterloading source safe",""
"38304","Manual brachytherapy source, temporary placement",""
"40905","Radiation shielding container, general-purpose",""
"64674","Toenail file/rasp, reusable",""
"32262","General-purpose calliper, metallic",""
"35083","Open-surgery stone-retrieval forceps",""
"64147","Surgical gastrointestinal clamp",""
"36739","Camera control unit",""
"17735","Arthroscopic suturing unit",""
"62416","Magnetic surgical manipulation system instrument, external, permanent magnet",""
"44982","Manual surgical saw blade, flexible, reusable",""
"13291","Plastic surgery file/rasp",""
"38102","Tympanotomy knife, reusable",""
"32594","Intrauterine curette, manual",""
"35082","Obstetrical forceps, reusable",""
"63994","Uterine manipulator, reusable",""
"37422","Mud-filled chair cushion",""
"65578","Dermatome set, manual",""
"11260","Nasal dilator",""
"46953","Scalp wound clip",""
"35345","Lung spatula",""
"35803","Surgical penis clamp, reusable",""
"61623","Haemorrhoidal surgical stapler, reusable",""
"62001","ENFit oral/enteral syringe, reusable",""
"62163","Intrauterine cannula, reusable",""
"10089","Amniotome, reusable",""
"42536","Uterine depressor",""
"33480","Bladder spatula",""
"13509","Gallstone scoop",""
"11256","Common bile duct dilator",""
"35360","Vessel spreader",""
"38127","Vascular spatula",""
"37463","Exploratory blunt needle, reusable",""
"36293","Abdominal/intestinal spatula",""
"64941","Syringe handle, reusable",""
"32602","Umbilical cord scissors, reusable",""
"37472","Dermatome blade, reusable",""
"60894","Implantable iris prosthesis",""
"44101","Bedside information system application software",""
"17433","Infant warmer",""
"36862","Patient monitoring system module, interfacing",""
"42049","Gas dehumidification tubing set, single-use",""
"46820","Carbon dioxide cuvette, reusable",""
"34937","Paper chart recorder",""
"46821","Carbon dioxide cuvette, single-use",""
"14119","Invasive-pressure external transducer, reusable",""
"35751","Transcutaneous electrical stimulation lead",""
"16166","Transcutaneous bilirubinometer",""
"53782","Allergen-specific immunoglobulin E (IgE) antibody IVD, reagent",""
"48112","Norovirus nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"52413","Taenia solium immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"52219","Echinococcus granulosus/E. multilocularis immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"52225","Entamoeba histolytica immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"47896","Norovirus antigen IVD, kit, enzyme immunoassay (EIA)",""
"47535","Varicose vein lasing procedure kit",""
"34957","Surgical drape clip, reusable",""
"38622","Surgical vice grip",""
"44136","Pericardiocentesis needle, reusable",""
"15787","Sphincteroscope",""
"44539","Surgical flat-nosed pliers",""
"13399","Ring cutter",""
"17674","Tendon approximator",""
"46871","Endometrial biopsy curette",""
"33965","Episiotomy scissors, reusable",""
"38559","Insufflation gas conditioning tubing set",""
"37149","Laparoscopic dilation guide rod",""
"64655","Rib/sternum binder, reusable",""
"34056","Audio cassette tape",""
"60393","ENT cartilage cutter",""
"64168","Sterilization stringer",""
"38797","Dermatome handle",""
"35131","Amputation knife",""
"67542","Fluorescence light microscope IVD",""
"54901","Double stranded DNA antibody (anti-dsDNA) IVD, kit, fluorescent immunoassay",""
"43550","Microscopy mounting medium IVD",""
"59119","Phosphate buffer/Sorenson buffer solution IVD",""
"65835","Enzyme immunoassay (EIA) generic reagent kit IVD",""
"43503","Human immunoglobulin G (IgG) animal conjugate antibody reagent IVD",""
"43486","Human immunoglobulin A (IgA) animal conjugate antibody reagent IVD",""
"63779","Free estriol (oestriol) IVD, kit, enzyme immunoassay (EIA)",""
"63754","Total estrogen (oestrogen) IVD, kit, enzyme immunoassay (EIA)",""
"64830","SARS-CoV-2 immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"54905","Endomysium antibody (EMA) IVD, kit, fluorescent immunoassay",""
"52418","Toxocara canis immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"63758","Pregnenolone IVD, kit, enzyme immunoassay (EIA)",""
"58379","Total testosterone IVD, kit, enzyme immunoassay (EIA)",""
"54416","Free triiodothyronine (FT3) IVD, kit, enzyme immunoassay (EIA)",""
"62337","Phospholipase A2 receptor (PLA2R) antibody IVD, kit, fluorescent immunoassay",""
"54181","Free testosterone IVD, kit, enzyme immunoassay (EIA)",""
"52385","Schistosoma mansoni immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"52405","Strongyloides stercoralis immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"54830","Multiple liver disease-associated antibody IVD, kit, enzyme immunoassay (EIA)",""
"15133","Laboratory diluter",""
"62354","Multiple Legionella species immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, fluorescent immunoassay",""
"62299","Phospholipase A2 receptor (PLA2R) antibody IVD, kit, enzyme immunoassay (EIA)",""
"52386","Schistosoma mansoni immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49128","Influenza A/B virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"50525","Bordetella pertussis immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"62318","N-methyl-D-aspartate (NMDA) receptor antibody IVD, kit, fluorescent immunoassay",""
"62353","Multiple Legionella species immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"62298","Desmoglein 3 (DSG3) antibody IVD, kit, enzyme immunoassay (EIA)",""
"62297","Desmoglein 1 (DSG1) antibody IVD, kit, enzyme immunoassay (EIA)",""
"50521","Bordetella pertussis immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"50517","Bordetella pertussis immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"58049","Optical laboratory instrument performance standard calibrator/control IVD, reusable",""
"62343","Candida albicans immunoglobulin A (IgA) antibody IVD, kit, fluorescent immunoassay",""
"65239","Coxsackie A/B virus immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49515","Respiratory syncytial virus (RSV) immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49333","Mumps virus immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49291","Measles virus immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"51213","Mycoplasma pneumoniae immunoglobulin A (IgA) antibody IVD, kit, fluorescent immunoassay",""
"55066","Multiple anti-neutrophil cytoplasmic antibody (ANCA) IVD, reagent",""
"62336","Candida albicans immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",""
"52057","Candida albicans immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49873","Adenovirus immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",""
"49870","Adenovirus immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49511","Respiratory syncytial virus (RSV) immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",""
"49327","Mumps virus immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",""
"49281","Measles virus immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",""
"52211","Echinococcus granulosus immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"51203","Mycoplasma pneumoniae immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",""
"51208","Mycoplasma pneumoniae immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"54947","Gliadin antibody IVD, kit, enzyme immunoassay (EIA)",""
"49380","Multiple human parainfluenza virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49384","Multiple human parainfluenza virus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49388","Multiple human parainfluenza virus immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49209","Influenza B virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49214","Influenza B virus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49219","Influenza B virus immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49133","Influenza A/B virus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49173","Influenza A virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49178","Influenza A virus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49183","Influenza A virus immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49872","Adenovirus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49869","Adenovirus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49867","Adenovirus immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49508","Respiratory syncytial virus (RSV) immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49513","Respiratory syncytial virus (RSV) immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49519","Respiratory syncytial virus (RSV) immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49049","West Nile virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49055","West Nile virus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"51212","Mycoplasma pneumoniae immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"50623","Multiple Brucella species immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"50619","Multiple Brucella species immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"50615","Multiple Brucella species immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"51072","Legionella pneumophila immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"51064","Legionella pneumophila immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",""
"55118","Ribosomal phosphoprotein antibody IVD, kit, enzyme immunoassay (EIA)",""
"54879","Beta-2-glycoprotein I antibody IVD, kit, enzyme immunoassay (EIA)",""
"54886","Centromere antibody IVD, kit, enzyme immunoassay (EIA)",""
"55028","Liver-kidney microsome 1 antibody (anti-LKM1) IVD, kit, enzyme immunoassay (EIA)",""
"55168","Soluble liver antigen/liver pancreas (SLA/LP) antibody IVD, kit, enzyme immunoassay (EIA)",""
"64708","Coated femoral stem prosthesis, one-piece",""
"36259","Shoulder glenoid fossa prosthesis, prefabricated",""
"58784","Humeral head prosthesis trial, reusable",""
"60512","Shoulder humeral body prosthesis",""
"48091","Reverse shoulder prosthesis base plate",""
"60936","Humeral stem prosthesis trial, reusable",""
"48068","Uncoated unicondylar knee tibia prosthesis, metallic",""
"35670","Total shoulder prosthesis",""
"48093","Reverse shoulder prosthesis head",""
"60931","Reverse shoulder head prosthesis trial",""
"48088","Stem-fixed metallic humeral head prosthesis",""
"33711","Total reverse shoulder prosthesis",""
"61006","Humeral stem extension prosthesis",""
"34197","Uncoated shoulder humeral stem prosthesis",""
"63998","Implantable orthopaedic/craniofacial device connection screw",""
"55833","Press-fit hip femur prosthesis, modular",""
"61559","Femur/tibia shaft prosthesis",""
"61560","Sleeve femoral/tibial extension, uncoated",""
"62865","Knee femur stem/sleeve connector",""
"64151","Knee tibia prosthesis plug",""
"64715","External lower-limb prosthesis suspensory component, non-powered",""
"14361","Neonatal intensive-care ventilator",""
"61655","In-line CPAP set, non-nebulizing",""
"44977","Medical equipment handle cover, single-use",""
"36849","Breathing circuit gas-flow sensor, reusable",""
"10415","Bed blanket, reusable",""
"36028","Anaesthetic agent gas monitor, multiple",""
"36232","Wheelchair tyre",""
"12893","Oxygen administration tent, adult",""
"31315","Anaesthesia workstation yoke assembly",""
"64085","Non-ISO80369-standardized small-bore linear connector, reusable",""
"42414","Carbon dioxide absorber, single-use",""
"31286","Breathing circuit condensate trap, reusable",""
"37972","Infant incubator cover",""
"62762","Rigid non-bladed intubation laryngoscope, video",""
"18101","Physician-practice-management information system",""
"63329","Flexible video oesophagoscope, single-use",""
"36654","Rigid optical ureteroscope",""
"36626","Flexible video choledochoscope, reusable",""
"32019","Flexible video cystourethroscope",""
"37181","Flexible fibreoptic intracranial/spinal endoscope",""
"62456","Arthroscopic access cannula seal, single-use",""
"63425","Rigid video intracranial/spinal endoscope",""
"46716","Biliary/urinary stone retrieval basket, reusable",""
"36131","Endotracheal tube introducer, reusable",""
"63242","Haematological concentrate/haemostatic agent applicator cannula, endoscopic, reusable",""
"37462","Body aspiration needle, reusable",""
"62458","Arthroscopic access cannula, reusable",""
"36302","Laparoscopic mechanical-distention system",""
"60491","Surgical microscope video camera, sterilizable",""
"17595","Intubation teeth protector",""
"44110","Joint laxity analyser, battery-powered",""
"46483","Surgical plume evacuation system tube",""
"61409","Optical surgical navigation device tracking system workstation, mobile",""
"66034","Endoscope cleaning brush access adaptor",""
"34099","In-line backflow valve, single-use",""
"32036","Headband, reusable",""
"42548","In-line backflow valve, reusable",""
"61408","Optical surgical navigation device tracking system workstation, stationary",""
"57823","Surgical irrigation/aspiration handpiece control valve",""
"67260","Laparoscopic access cannula seal reducer, reusable",""
"16859","Dissection board",""
"58981","Salivary stone retrieval basket",""
"35830","Salivary gland dilator, reusable",""
"41589","ENT shaver system",""
"58936","Sialendoscope",""
"60446","Salivary gland balloon catheter",""
"67279","Laparoscopic access cannula instrument guide funnel",""
"33202","Bronchoscopic biopsy curette, rigid",""
"62857","Pleuroscopic/mediastinoscopic access cannula, reusable",""
"37143","Bladder evacuator, reusable",""
"35416","Oesophageal varices haemostatic tube",""
"32287","Surgical camera lens",""
"11313","Dressing jar",""
"46449","Salivary gland dilator, single-use",""
"64146","Surgical instrument assist arm system structural component",""
"37846","Sharp surgical instrument counting tray/pad, reusable",""
"11177","Skin abrasion unit",""
"48025","Orthopaedic bone-fragment manipulator, reusable",""
"44983","Manual surgical saw blade, rigid",""
"41605","Ureteral transilluminator, reusable",""
"46773","Fibreoptic retractor handle",""
"35411","External nasal splint",""
"45230","Silicone-block tissue reconstructive material",""
"15652","Loupe",""
"37056","Body fluid tensiometer",""
"60654","Neovaginoplasty tensioning device",""
"67280","Endoscope sheath exchange guide",""
"51084","Polymeric vaginal stent, non-bioabsorbable",""
"62460","Arthroscopic sleeve-seal connector",""
"65261","Pneumatic lithotripsy system probe, urinary",""
"34231","Electromechanical lithotripsy system, intracorporeal",""
"13839","Urological catheter stylet, transurethral",""
"11262","Rectal dilator, reusable",""
"56638","Collection syringe adaptor, reusable",""
"32021","Suprapubic catheter introducer, reusable",""
"45085","ENT diagnostic set",""
"12144","Hysteroscopic insufflator",""
"48168","Insufflation gas conditioning system",""
"31939","Audiometric-evaluation noise system",""
"37883","General positive-pressure manual hand inflator",""
"36708","Rigid optical pharyngoscope",""
"32719","Diagnostic ophthalmic prism",""
"32435","Haemoglobin analyser IVD, point-of-care",""
"55874","Total haemoglobin (totHb) IVD, control",""
"55872","Total haemoglobin (totHb) IVD, kit, spectrophotometry",""
"42839","Capsular tension ring",""
"52002","Aspergillus fumigatus immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"47356","Multiple faecal parasite antigen IVD, kit, enzyme immunoassay (EIA)",""
"49301","Measles virus immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, enzyme immunoassay (EIA)",""
"55579","Cotinine (nicotine metabolite) IVD, kit, enzyme immunoassay (EIA)",""
"52133","Ascaris lumbricoides immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
"51093","Multiple Leptospira species immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",""
